ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
1510,MP,Barley,Kharif,Red,2015,27.81,298.9,15.4,49.2,5.1,31.4,47.4,47.8,41.32,1149.11
1511,Haryana,Sugarcane,Zaid,Alluvial,2020,43.38,154.7,16.7,41.5,7.0,59.3,36.0,17.9,70.86,3073.91
1512,UP,Rice,Zaid,Laterite,2013,1.97,63.8,25.7,31.5,4.8,87.4,33.7,25.6,51.33,101.12
1513,Tamil Nadu,Maize,Kharif,Black,2011,21.75,137.7,18.1,72.6,5.6,83.9,25.6,27.4,46.79,1017.68
1514,Punjab,Cotton,Rabi,Red,2014,48.34,213.8,37.3,93.6,6.2,46.3,39.9,22.2,16.94,818.88
1515,Karnataka,Wheat,Kharif,Sandy,2013,7.87,51.7,27.5,78.3,7.0,44.6,45.3,27.1,36.41,286.55
1516,Tamil Nadu,Barley,Rabi,Alluvial,2018,20.01,92.3,38.5,79.2,7.5,35.1,30.2,47.9,28.39,568.08
1517,Tamil Nadu,Rice,Rabi,Sandy,2021,4.29,252.3,38.4,90.6,7.6,134.3,52.1,17.4,60.15,258.04
1518,Maharashtra,Barley,Rabi,Sandy,2022,2.31,205.9,26.8,83.9,7.1,89.4,40.2,21.3,30.15,69.65
1519,Gujarat,Wheat,Rabi,Sandy,2014,44.0,293.4,18.1,50.4,5.6,45.1,8.0,37.7,43.83,1928.52
1520,Karnataka,Wheat,Kharif,Black,2022,1.35,209.3,36.1,69.3,7.5,39.6,19.1,40.4,34.33,46.35
1521,Maharashtra,Barley,Zaid,Clay,2022,27.75,120.8,35.5,79.8,4.9,105.2,32.1,13.8,25.63,711.23
1522,MP,Rice,Rabi,Clay,2014,26.65,106.3,31.9,81.3,6.5,123.7,49.3,37.6,50.5,1345.82
1523,Punjab,Cotton,Rabi,Sandy,2016,8.47,151.3,36.7,31.2,7.9,118.0,59.6,13.2,21.94,185.83
1524,UP,Cotton,Zaid,Alluvial,2013,47.33,265.8,18.0,56.1,5.7,109.3,34.0,5.2,24.59,1163.84
1525,Tamil Nadu,Potato,Kharif,Black,2010,31.33,296.9,20.1,34.1,7.3,32.6,29.6,42.3,39.05,1223.44
1526,Punjab,Wheat,Kharif,Red,2013,41.22,124.5,38.4,82.9,5.5,110.0,32.3,9.5,38.17,1573.37
1527,Haryana,Barley,Zaid,Alluvial,2020,49.54,239.4,37.1,40.1,8.5,62.6,44.3,49.0,29.89,1480.75
1528,Karnataka,Cotton,Rabi,Clay,2023,35.46,141.2,15.2,37.8,5.3,72.5,17.3,28.9,18.69,662.75
1529,Gujarat,Rice,Kharif,Laterite,2018,21.07,236.2,26.8,80.7,6.9,26.7,17.5,10.0,46.29,975.33
1530,UP,Wheat,Rabi,Sandy,2012,6.47,273.4,31.9,87.1,6.9,138.5,18.8,27.1,47.58,307.84
1531,MP,Soybean,Rabi,Laterite,2010,33.85,161.9,25.5,86.1,8.1,20.8,48.9,29.6,23.28,788.03
1532,Punjab,Sugarcane,Zaid,Laterite,2010,9.72,92.4,21.4,86.4,5.3,112.2,16.7,22.8,73.29,712.38
1533,Punjab,Wheat,Zaid,Laterite,2022,1.49,298.3,30.1,79.6,6.7,121.6,19.3,35.0,47.61,70.94
1534,Haryana,Sugarcane,Rabi,Alluvial,2013,3.22,194.5,39.6,90.5,7.3,132.8,56.9,9.0,73.24,235.83
1535,UP,Wheat,Rabi,Laterite,2016,26.37,68.2,27.0,30.6,5.3,25.6,56.8,41.6,35.11,925.85
1536,Haryana,Cotton,Zaid,Black,2019,15.42,184.5,20.6,38.9,6.7,55.1,8.6,6.1,24.86,383.34
1537,Haryana,Wheat,Rabi,Clay,2023,38.3,53.9,36.5,33.0,4.9,129.4,25.7,37.4,35.26,1350.46
1538,MP,Cotton,Zaid,Laterite,2013,41.1,216.9,38.4,86.1,5.4,86.0,10.1,19.7,11.05,454.16
1539,Maharashtra,Cotton,Rabi,Laterite,2022,12.72,298.4,27.3,83.3,6.8,70.9,57.8,19.4,22.55,286.84
1540,Haryana,Wheat,Zaid,Black,2017,17.4,276.9,23.2,36.4,5.4,64.7,36.0,27.8,47.8,831.72
1541,Punjab,Cotton,Rabi,Black,2022,38.04,217.9,30.0,40.5,7.4,22.3,21.3,18.2,19.35,736.07
1542,Gujarat,Cotton,Rabi,Laterite,2012,19.52,59.2,16.6,36.6,6.3,27.3,32.5,10.5,13.63,266.06
1543,MP,Cotton,Rabi,Clay,2017,44.49,216.1,16.5,36.4,5.8,137.4,34.2,39.9,26.57,1182.1
1544,Gujarat,Cotton,Rabi,Sandy,2020,49.07,95.3,16.2,66.6,5.8,112.5,26.7,28.8,23.37,1146.77
1545,Maharashtra,Potato,Zaid,Black,2010,47.31,162.2,25.7,38.8,6.3,127.1,42.6,11.5,40.65,1923.15
1546,Tamil Nadu,Sugarcane,Zaid,Black,2017,30.57,154.4,18.5,69.2,5.4,83.5,44.7,42.6,74.36,2273.19
1547,Punjab,Barley,Zaid,Clay,2022,39.12,115.8,38.0,64.0,6.1,101.5,14.7,36.2,28.09,1098.88
1548,UP,Sugarcane,Zaid,Alluvial,2017,38.94,100.0,25.5,35.4,8.1,91.5,29.7,47.8,72.04,2805.24
1549,Karnataka,Sugarcane,Zaid,Black,2016,22.1,162.6,33.4,62.5,8.0,80.0,23.6,16.5,77.93,1722.25
1550,Maharashtra,Rice,Zaid,Black,2012,35.46,261.3,26.9,85.9,7.5,35.6,45.1,13.1,54.05,1916.61
1551,Gujarat,Maize,Kharif,Clay,2011,24.85,76.6,16.9,60.2,6.0,126.4,28.4,10.4,45.89,1140.37
1552,Karnataka,Cotton,Zaid,Black,2011,21.53,122.2,35.9,56.3,6.7,23.9,14.7,9.7,14.22,306.16
1553,UP,Rice,Zaid,Black,2012,48.98,57.4,19.5,56.9,8.3,88.2,35.2,9.3,48.45,2373.08
1554,Punjab,Cotton,Kharif,Laterite,2016,4.48,186.6,36.7,59.3,8.0,111.1,55.7,41.3,26.29,117.78
1555,Karnataka,Soybean,Kharif,Laterite,2020,14.34,52.7,15.8,67.9,5.3,69.6,30.2,16.4,18.6,266.72
1556,Maharashtra,Potato,Zaid,Black,2022,37.93,160.9,39.5,89.5,4.5,46.7,36.0,38.4,29.45,1117.04
1557,UP,Sugarcane,Kharif,Red,2015,6.8,203.9,30.3,94.1,5.8,103.9,17.0,32.2,74.77,508.44
1558,Haryana,Potato,Zaid,Black,2012,21.75,273.7,17.9,55.2,5.9,25.7,58.6,30.3,29.88,649.89
1559,Tamil Nadu,Maize,Zaid,Laterite,2017,29.61,148.8,23.3,41.2,8.0,86.4,21.7,49.0,45.42,1344.89
1560,Punjab,Sugarcane,Rabi,Alluvial,2018,43.62,264.8,25.9,83.0,6.2,79.4,25.0,23.6,83.88,3658.85
1561,Punjab,Maize,Zaid,Alluvial,2020,45.25,228.7,17.6,92.4,7.9,91.4,14.1,39.7,51.48,2329.47
1562,Maharashtra,Soybean,Kharif,Sandy,2014,9.08,185.6,37.8,68.0,5.2,38.8,57.6,16.1,15.54,141.1
1563,Haryana,Maize,Rabi,Black,2010,36.6,88.5,24.4,72.4,5.8,122.4,8.3,32.8,47.99,1756.43
1564,Maharashtra,Rice,Rabi,Black,2021,46.0,245.8,30.6,79.1,5.5,125.0,21.2,16.1,54.18,2492.28
1565,Punjab,Barley,Kharif,Black,2015,13.88,191.1,33.5,95.0,5.4,35.2,58.1,17.1,31.16,432.5
1566,Tamil Nadu,Potato,Zaid,Red,2015,10.31,276.9,30.3,70.0,8.3,34.1,18.3,27.3,39.1,403.12
1567,Karnataka,Potato,Rabi,Laterite,2014,45.13,90.0,37.7,55.0,6.9,124.0,40.3,30.5,28.79,1299.29
1568,UP,Wheat,Kharif,Sandy,2016,47.56,161.6,32.6,36.5,6.0,106.7,12.0,24.1,46.88,2229.61
1569,Tamil Nadu,Potato,Kharif,Red,2014,11.81,145.8,37.4,39.2,4.6,94.5,11.6,41.4,36.9,435.79
1570,Maharashtra,Cotton,Kharif,Red,2010,13.91,97.8,32.6,34.1,7.3,123.2,24.5,19.3,18.79,261.37
1571,Haryana,Maize,Zaid,Alluvial,2014,23.57,109.4,36.0,63.6,6.3,130.1,30.4,11.3,47.16,1111.56
1572,Haryana,Cotton,Kharif,Black,2018,29.74,186.3,32.7,46.5,7.7,58.6,56.2,40.6,19.23,571.9
1573,Gujarat,Rice,Zaid,Red,2017,29.65,60.4,27.3,54.8,6.8,135.4,53.4,39.1,54.07,1603.18
1574,Punjab,Wheat,Zaid,Red,2012,25.42,135.1,32.9,73.3,8.3,53.0,53.6,20.0,37.62,956.3
1575,MP,Sugarcane,Zaid,Clay,2023,9.01,234.7,19.3,80.4,7.3,105.3,31.3,23.2,80.6,726.21
1576,UP,Potato,Zaid,Black,2015,8.85,126.3,20.4,80.7,8.0,108.5,9.4,31.4,34.6,306.21
1577,Karnataka,Maize,Kharif,Black,2010,49.45,238.7,28.3,52.9,7.7,132.1,27.3,39.1,46.47,2297.94
1578,UP,Soybean,Rabi,Sandy,2020,9.16,53.2,36.3,41.0,5.2,130.6,9.8,30.6,23.13,211.87
1579,Tamil Nadu,Rice,Zaid,Alluvial,2016,41.49,92.6,32.3,32.6,6.1,20.0,55.5,45.1,48.58,2015.58
1580,Haryana,Barley,Kharif,Black,2017,11.37,259.0,31.2,31.2,5.4,29.0,45.6,8.8,30.73,349.4
1581,UP,Sugarcane,Zaid,Black,2012,21.28,90.1,35.9,36.1,8.3,46.7,51.9,36.3,73.81,1570.68
1582,Punjab,Potato,Zaid,Laterite,2015,43.58,150.0,25.0,90.0,7.5,119.7,8.0,48.9,38.29,1668.68
1583,Karnataka,Barley,Kharif,Red,2010,7.76,53.7,23.1,60.1,5.3,70.8,29.5,24.2,27.65,214.56
1584,Punjab,Soybean,Kharif,Laterite,2020,5.41,284.2,30.4,48.4,4.9,72.2,12.5,14.0,28.42,153.75
1585,Haryana,Sugarcane,Rabi,Red,2021,45.97,99.2,19.5,60.5,8.1,82.8,31.2,23.9,80.96,3721.73
1586,Maharashtra,Soybean,Zaid,Red,2012,25.82,205.9,16.1,48.0,6.2,28.3,23.0,20.3,26.9,694.56
1587,Gujarat,Potato,Kharif,Alluvial,2019,15.73,203.9,19.7,49.5,5.2,125.9,20.8,14.9,39.85,626.84
1588,Maharashtra,Potato,Kharif,Black,2015,1.03,157.1,23.4,42.8,7.8,88.7,29.7,39.2,35.1,36.15
1589,Karnataka,Sugarcane,Zaid,Red,2021,26.03,106.3,36.1,38.9,6.7,25.0,42.9,12.8,68.6,1785.66
1590,Karnataka,Rice,Zaid,Alluvial,2013,14.29,175.2,23.4,87.6,6.4,133.2,14.6,22.6,51.83,740.65
1591,Punjab,Sugarcane,Zaid,Sandy,2023,42.4,249.5,29.5,44.3,6.6,51.4,28.5,18.7,72.33,3066.79
1592,Maharashtra,Cotton,Rabi,Black,2014,17.89,103.1,16.3,77.3,4.8,110.3,51.4,48.3,20.02,358.16
1593,Gujarat,Barley,Rabi,Red,2012,33.13,219.9,24.7,45.2,6.7,117.1,58.1,8.0,35.57,1178.43
1594,Punjab,Sugarcane,Zaid,Sandy,2010,2.53,87.3,26.9,75.2,6.8,33.2,47.7,18.9,70.65,178.74
1595,Tamil Nadu,Potato,Zaid,Clay,2010,12.77,122.5,20.9,56.8,8.0,24.0,54.5,15.3,32.74,418.09
1596,Tamil Nadu,Soybean,Kharif,Black,2017,46.68,211.2,31.6,31.4,6.1,104.1,53.8,10.4,30.11,1405.53
1597,Tamil Nadu,Maize,Kharif,Clay,2016,25.65,272.0,26.9,67.4,5.6,29.8,5.9,28.0,42.98,1102.44
1598,Punjab,Sugarcane,Zaid,Clay,2016,43.49,167.7,20.1,57.0,5.7,117.6,43.3,36.2,79.24,3446.15
1599,Karnataka,Potato,Kharif,Laterite,2022,34.88,298.6,23.1,31.4,7.2,56.3,12.6,42.3,42.35,1477.17
1600,Tamil Nadu,Barley,Kharif,Clay,2020,29.11,230.8,15.7,55.4,5.2,27.3,8.8,39.3,33.17,965.58
1601,UP,Rice,Kharif,Laterite,2022,28.31,259.2,36.0,35.2,8.5,118.0,56.2,27.1,51.4,1455.13
1602,Haryana,Soybean,Rabi,Black,2017,14.95,234.4,38.1,64.7,7.8,57.0,19.4,23.2,25.2,376.74
1603,MP,Rice,Zaid,Black,2011,18.26,218.6,20.9,51.2,7.2,96.8,43.1,10.1,46.42,847.63
1604,UP,Potato,Rabi,Alluvial,2011,49.97,204.2,35.5,58.5,4.5,51.0,38.4,12.3,30.12,1505.1
1605,Maharashtra,Soybean,Zaid,Sandy,2020,36.37,246.6,35.3,75.3,7.6,103.2,50.2,8.4,30.57,1111.83
1606,Tamil Nadu,Rice,Zaid,Laterite,2020,46.1,117.8,20.5,37.4,8.0,83.3,52.5,39.1,53.19,2452.06
1607,Maharashtra,Wheat,Zaid,Laterite,2022,22.71,195.2,33.1,39.2,7.9,81.3,23.1,14.0,42.62,967.9
1608,Maharashtra,Maize,Zaid,Laterite,2010,43.02,161.6,16.2,32.0,7.0,23.8,40.2,44.0,45.8,1970.32
1609,UP,Potato,Rabi,Black,2018,16.65,91.4,38.6,65.8,7.1,112.4,50.8,42.9,37.8,629.37
1610,Karnataka,Rice,Kharif,Laterite,2019,34.43,96.0,31.2,71.0,4.9,70.3,5.1,47.2,45.52,1567.25
1611,Gujarat,Barley,Kharif,Alluvial,2016,31.96,148.0,15.4,32.2,5.0,22.0,39.4,25.5,32.33,1033.27
1612,Maharashtra,Barley,Zaid,Black,2014,34.18,117.3,23.2,68.7,7.0,42.1,18.9,49.9,19.14,654.21
1613,UP,Potato,Kharif,Alluvial,2010,20.69,233.9,22.4,73.0,7.1,55.8,41.2,21.8,39.05,807.94
1614,Karnataka,Maize,Rabi,Black,2013,30.7,52.2,28.8,47.3,6.3,118.8,56.0,7.6,43.98,1350.19
1615,Maharashtra,Potato,Kharif,Alluvial,2013,21.53,143.9,18.3,79.7,7.3,25.0,24.5,36.4,33.05,711.57
1616,Punjab,Potato,Rabi,Red,2013,35.98,268.4,35.7,47.7,8.0,81.2,13.1,20.9,36.03,1296.36
1617,Karnataka,Potato,Kharif,Laterite,2014,40.44,284.8,25.0,39.9,5.3,35.3,28.5,22.2,33.38,1349.89
1618,Haryana,Barley,Zaid,Red,2012,37.55,143.2,22.8,83.1,8.4,122.6,41.7,12.8,30.77,1155.41
1619,Tamil Nadu,Cotton,Zaid,Black,2012,46.61,91.4,25.3,70.3,4.5,70.0,9.0,25.4,16.05,748.09
1620,UP,Sugarcane,Zaid,Laterite,2019,43.33,278.7,30.1,91.8,6.7,45.8,46.3,38.1,76.98,3335.54
1621,Gujarat,Barley,Zaid,Sandy,2021,9.05,173.9,30.3,54.2,7.6,21.5,11.7,16.5,20.34,184.08
1622,Haryana,Cotton,Kharif,Sandy,2015,1.95,100.0,28.2,42.3,7.6,30.2,59.5,23.1,15.39,30.01
1623,Punjab,Wheat,Rabi,Red,2020,39.72,294.7,32.5,90.4,5.1,94.0,46.1,8.0,44.45,1765.55
1624,Haryana,Rice,Zaid,Red,2013,23.77,125.1,15.4,63.6,6.8,58.6,54.6,43.0,47.27,1123.61
1625,Tamil Nadu,Rice,Zaid,Sandy,2020,1.06,131.8,31.8,49.3,7.5,100.1,43.4,18.4,46.14,48.91
1626,UP,Maize,Zaid,Alluvial,2013,31.31,134.2,20.8,67.1,6.4,71.2,38.5,41.0,42.79,1339.75
1627,Tamil Nadu,Cotton,Zaid,Sandy,2012,49.39,278.8,29.2,93.5,7.6,130.5,58.8,6.5,24.57,1213.51
1628,Karnataka,Rice,Rabi,Alluvial,2013,24.27,207.0,15.1,70.0,6.1,132.4,28.7,20.0,59.47,1443.34
1629,MP,Cotton,Rabi,Alluvial,2022,33.19,284.8,27.3,37.8,5.2,47.1,9.0,13.7,19.81,657.49
1630,Gujarat,Rice,Rabi,Alluvial,2017,38.21,99.1,19.2,62.3,8.4,27.5,28.0,39.1,50.47,1928.46
1631,Karnataka,Maize,Kharif,Alluvial,2023,2.5,205.5,35.9,68.8,4.8,43.8,31.6,14.4,42.52,106.3
1632,Gujarat,Cotton,Rabi,Red,2014,6.87,187.5,15.0,47.6,6.2,73.3,57.7,23.7,25.57,175.67
1633,Punjab,Soybean,Kharif,Red,2021,45.99,259.2,25.3,35.0,7.5,28.6,30.9,6.5,20.31,934.06
1634,MP,Sugarcane,Rabi,Alluvial,2020,40.79,91.6,28.5,52.6,5.6,66.0,58.4,6.7,70.74,2885.48
1635,Karnataka,Sugarcane,Kharif,Sandy,2015,40.14,186.2,17.0,77.9,4.9,127.4,29.9,17.2,78.42,3147.78
1636,Gujarat,Wheat,Kharif,Laterite,2023,44.69,168.2,16.3,30.7,5.5,119.5,5.7,19.0,45.02,2011.94
1637,Punjab,Wheat,Rabi,Sandy,2022,29.63,112.2,38.1,76.3,5.1,29.8,34.7,35.6,33.42,990.23
1638,Karnataka,Rice,Zaid,Black,2023,27.25,186.0,25.0,91.7,7.0,103.2,6.2,25.0,53.66,1462.23
1639,UP,Maize,Rabi,Laterite,2019,36.26,224.5,17.3,88.6,5.6,72.5,38.0,44.0,48.28,1750.63
1640,Gujarat,Soybean,Kharif,Alluvial,2014,25.53,115.9,15.5,89.0,8.1,111.5,51.2,26.9,31.71,809.56
1641,UP,Potato,Zaid,Alluvial,2010,44.34,294.8,32.9,69.0,7.0,84.9,44.8,36.2,38.83,1721.72
1642,UP,Wheat,Zaid,Black,2022,20.27,147.4,17.5,51.8,5.6,60.6,7.6,12.3,41.85,848.3
1643,Haryana,Maize,Kharif,Clay,2019,11.68,214.0,15.8,94.6,7.7,100.7,13.7,5.8,53.75,627.8
1644,Karnataka,Potato,Rabi,Laterite,2021,7.31,119.6,27.0,75.4,7.7,123.6,42.3,35.6,34.62,253.07
1645,Haryana,Soybean,Rabi,Alluvial,2014,24.55,147.6,16.8,70.1,5.9,49.3,20.0,44.4,23.39,574.22
1646,Karnataka,Barley,Kharif,Black,2021,26.96,239.7,24.4,30.2,5.4,21.6,46.2,8.3,31.84,858.41
1647,Gujarat,Rice,Rabi,Black,2023,19.97,188.9,26.2,44.0,6.1,68.2,23.2,41.6,53.45,1067.4
1648,Punjab,Barley,Rabi,Alluvial,2012,6.47,232.7,37.2,35.7,7.0,51.9,5.4,29.5,28.68,185.56
1649,Haryana,Soybean,Kharif,Sandy,2012,34.58,64.7,33.5,71.5,5.1,36.2,38.5,20.3,19.71,681.57
1650,Karnataka,Sugarcane,Rabi,Sandy,2013,2.63,264.4,29.4,83.6,8.4,25.0,39.3,29.0,72.72,191.25
1651,Maharashtra,Potato,Rabi,Red,2020,48.15,130.4,35.3,93.8,6.9,36.4,22.5,38.6,30.81,1483.5
1652,Haryana,Sugarcane,Zaid,Black,2011,14.53,189.4,30.8,37.9,6.7,66.7,39.6,28.8,77.09,1120.12
1653,Tamil Nadu,Cotton,Rabi,Red,2012,20.67,266.7,29.9,74.6,5.1,79.2,32.2,19.2,31.03,641.39
1654,UP,Barley,Rabi,Alluvial,2014,20.6,185.4,15.8,30.7,6.3,96.8,46.7,45.6,35.07,722.44
1655,Haryana,Maize,Rabi,Black,2015,31.92,176.0,15.7,54.3,5.3,20.5,29.3,35.6,48.11,1535.67
1656,Punjab,Wheat,Rabi,Red,2015,15.73,181.6,29.3,54.3,5.2,56.3,16.5,31.6,40.8,641.78
1657,Tamil Nadu,Cotton,Zaid,Alluvial,2014,3.19,233.0,24.1,36.3,7.7,103.3,59.3,26.0,24.4,77.84
1658,Tamil Nadu,Wheat,Zaid,Clay,2016,27.91,291.1,38.4,85.1,6.1,45.8,23.2,44.8,39.42,1100.21
1659,Gujarat,Soybean,Zaid,Red,2014,48.54,206.8,29.0,55.7,8.3,64.9,30.8,39.7,30.39,1475.13
1660,Maharashtra,Potato,Kharif,Clay,2013,11.24,263.9,35.1,36.5,5.2,23.1,24.8,27.0,33.19,373.06
1661,Gujarat,Maize,Zaid,Clay,2013,46.12,246.5,18.3,66.8,7.9,54.7,7.2,44.1,45.97,2120.14
1662,UP,Barley,Rabi,Laterite,2014,32.76,91.3,26.8,45.4,8.2,39.1,44.7,44.0,31.34,1026.7
1663,UP,Rice,Kharif,Black,2010,26.06,193.8,21.3,94.5,4.8,94.0,17.5,40.9,53.23,1387.17
1664,Haryana,Cotton,Zaid,Laterite,2019,16.75,197.7,18.7,69.5,7.7,78.0,50.1,43.8,26.16,438.18
1665,UP,Cotton,Rabi,Clay,2016,11.45,64.4,38.1,51.0,6.8,93.1,8.8,29.8,19.83,227.05
1666,MP,Barley,Kharif,Red,2020,23.64,88.7,34.3,58.1,7.0,113.5,55.2,27.2,30.01,709.44
1667,Tamil Nadu,Soybean,Kharif,Black,2021,22.43,176.6,39.0,92.1,6.1,55.8,31.3,46.6,24.05,539.44
1668,Karnataka,Soybean,Kharif,Laterite,2019,23.91,128.3,30.6,81.7,5.0,54.5,45.0,6.7,25.61,612.34
1669,UP,Cotton,Kharif,Clay,2017,21.3,117.6,31.9,86.5,6.4,111.0,32.8,24.3,15.47,329.51
1670,Punjab,Barley,Kharif,Black,2013,44.21,226.6,19.8,63.0,8.4,96.1,48.7,47.5,40.57,1793.6
1671,Haryana,Cotton,Zaid,Laterite,2014,29.56,193.4,21.7,68.7,7.1,45.1,33.7,14.8,21.27,628.74
1672,Maharashtra,Cotton,Kharif,Sandy,2019,14.46,278.5,27.7,32.2,7.5,126.6,49.8,5.6,21.21,306.7
1673,Tamil Nadu,Soybean,Rabi,Black,2014,36.07,104.1,18.3,44.5,6.9,127.2,10.6,9.5,20.51,739.8
1674,Karnataka,Wheat,Kharif,Clay,2019,37.19,122.1,38.3,44.8,4.6,104.0,15.0,25.3,33.76,1255.53
1675,Maharashtra,Maize,Kharif,Black,2017,24.84,125.0,35.7,90.4,5.1,67.7,30.4,27.7,45.54,1131.21
1676,Gujarat,Maize,Kharif,Black,2018,2.95,210.7,31.2,33.8,7.1,136.7,21.0,22.5,43.73,129.0
1677,Maharashtra,Wheat,Kharif,Clay,2019,19.88,210.6,25.0,60.4,8.4,91.9,58.5,48.6,44.2,878.7
1678,Maharashtra,Barley,Rabi,Clay,2019,22.52,243.8,24.7,87.4,6.7,136.5,52.1,43.6,35.02,788.65
1679,Punjab,Soybean,Kharif,Laterite,2023,18.14,185.8,29.3,39.1,4.8,68.1,5.4,23.8,22.47,407.61
1680,Gujarat,Barley,Rabi,Red,2020,48.32,281.7,38.7,51.0,7.5,63.0,32.1,9.5,33.31,1609.54
1681,Maharashtra,Cotton,Rabi,Laterite,2010,14.91,51.7,24.7,59.0,6.6,117.1,49.5,43.5,21.38,318.78
1682,Karnataka,Barley,Rabi,Red,2011,15.16,88.5,37.3,86.0,5.5,112.4,37.4,26.3,28.89,437.97
1683,Tamil Nadu,Maize,Kharif,Black,2018,22.91,299.5,15.4,80.4,7.8,118.5,52.7,37.9,58.05,1329.93
1684,Maharashtra,Rice,Rabi,Sandy,2012,30.77,279.1,27.8,56.7,5.2,115.7,23.3,7.2,54.08,1664.04
1685,Maharashtra,Soybean,Zaid,Alluvial,2021,30.02,67.3,21.7,67.6,6.8,72.0,8.6,32.3,27.38,821.95
1686,Karnataka,Potato,Rabi,Black,2012,23.47,188.8,17.7,53.6,6.9,83.2,21.4,46.1,33.26,780.61
1687,Gujarat,Sugarcane,Zaid,Laterite,2014,34.0,297.0,39.3,30.9,5.8,96.8,57.4,30.8,81.18,2760.12
1688,Tamil Nadu,Rice,Zaid,Black,2010,4.96,92.1,30.4,47.6,7.1,117.0,7.4,15.5,45.75,226.92
1689,Maharashtra,Maize,Zaid,Red,2019,33.42,260.4,15.4,42.4,5.7,24.9,10.3,38.5,43.56,1455.78
1690,Karnataka,Potato,Zaid,Red,2011,10.47,214.1,16.7,88.5,7.5,139.2,42.8,37.5,43.81,458.69
1691,Tamil Nadu,Maize,Rabi,Sandy,2021,44.63,178.6,38.4,36.9,6.2,49.4,47.2,12.6,46.08,2056.55
1692,Maharashtra,Barley,Zaid,Clay,2012,0.62,164.8,36.0,49.0,6.6,31.8,59.0,13.7,27.49,17.04
1693,MP,Barley,Zaid,Black,2020,4.97,291.7,37.9,35.6,4.9,117.4,55.8,40.9,32.89,163.46
1694,Karnataka,Maize,Rabi,Laterite,2019,36.38,128.1,30.6,68.6,4.6,70.4,13.4,11.0,42.1,1531.6
1695,Haryana,Soybean,Rabi,Clay,2017,3.3,206.2,38.6,31.8,5.1,40.6,30.9,42.2,20.82,68.71
1696,Gujarat,Barley,Rabi,Red,2010,39.66,217.8,28.8,82.6,8.4,89.7,43.7,8.2,27.51,1091.05
1697,Karnataka,Barley,Rabi,Laterite,2013,37.57,198.3,16.9,83.2,8.0,84.9,42.7,42.9,33.84,1271.37
1698,Punjab,Wheat,Rabi,Red,2018,10.9,195.3,24.2,94.2,7.5,95.3,14.2,42.2,43.5,474.15
1699,Gujarat,Cotton,Zaid,Sandy,2016,20.26,101.3,15.6,40.1,4.6,77.5,9.4,15.7,20.64,418.17
1700,Haryana,Rice,Rabi,Clay,2018,32.96,269.6,28.7,40.1,6.8,114.7,33.8,22.4,55.58,1831.92
1701,Punjab,Wheat,Kharif,Sandy,2020,2.83,256.9,15.2,56.1,7.4,122.0,37.8,44.3,46.4,131.31
1702,UP,Maize,Zaid,Sandy,2016,15.54,188.3,37.3,44.6,8.1,81.4,56.1,24.6,43.54,676.61
1703,Karnataka,Potato,Kharif,Alluvial,2010,48.73,155.2,23.2,63.2,6.2,82.2,45.1,15.1,33.92,1652.92
1704,MP,Rice,Rabi,Laterite,2021,2.61,75.4,19.3,82.4,8.1,46.2,22.8,20.3,51.66,134.83
1705,Punjab,Sugarcane,Zaid,Laterite,2015,41.2,81.7,17.3,61.1,6.9,125.3,17.2,17.3,76.42,3148.5
1706,Maharashtra,Soybean,Kharif,Alluvial,2011,32.58,127.1,27.1,33.3,8.2,32.3,13.4,15.2,23.26,757.81
1707,Tamil Nadu,Sugarcane,Kharif,Alluvial,2018,2.35,297.6,17.8,70.8,6.1,132.1,34.4,8.4,79.93,187.84
1708,Punjab,Potato,Rabi,Sandy,2023,13.54,270.6,20.8,93.3,7.7,95.3,24.6,28.1,36.47,493.8
1709,Punjab,Potato,Rabi,Sandy,2022,11.29,297.4,35.5,57.5,7.9,134.5,49.8,8.0,42.39,478.58
1710,MP,Soybean,Zaid,Laterite,2023,7.79,79.8,29.6,62.4,6.3,130.0,38.1,36.6,27.37,213.21
1711,Tamil Nadu,Potato,Kharif,Black,2018,33.26,243.5,20.2,32.5,6.8,30.6,35.8,46.5,30.53,1015.43
1712,Maharashtra,Soybean,Kharif,Black,2011,21.93,144.0,39.8,54.2,6.7,95.2,19.0,16.1,14.63,320.84
1713,MP,Barley,Rabi,Alluvial,2014,28.83,122.9,24.6,60.6,5.5,41.2,11.7,38.4,23.28,671.16
1714,Haryana,Potato,Zaid,Red,2016,28.44,65.9,15.1,30.9,5.1,39.9,33.2,9.2,30.84,877.09
1715,Haryana,Wheat,Rabi,Clay,2013,40.96,246.9,22.5,47.8,6.4,103.9,8.2,31.6,45.24,1853.03
1716,UP,Potato,Kharif,Red,2019,46.74,252.6,36.5,64.8,5.7,96.4,18.3,14.1,39.84,1862.12
1717,Karnataka,Maize,Zaid,Laterite,2021,19.17,57.4,33.2,68.0,7.3,42.5,35.7,13.5,35.28,676.32
1718,Tamil Nadu,Barley,Rabi,Laterite,2011,7.15,50.4,39.9,78.5,8.2,53.3,49.6,46.5,25.5,182.33
1719,MP,Maize,Zaid,Black,2014,44.61,203.4,28.6,34.7,8.5,107.0,58.5,29.9,43.93,1959.72
